Frequency,FFT Magnitude
0.0,8754.0
0.008547008547008548,322.80786475770157
0.017094017094017096,263.67874027141386
0.025641025641025644,104.45085651332546
0.03418803418803419,116.60670107350114
0.042735042735042736,17.74506005284467
0.05128205128205129,201.48795930446494
0.05982905982905984,67.7710687904972
0.06837606837606838,358.0899630536431
0.07692307692307693,127.97136679009664
0.08547008547008547,23.239592182413876
0.09401709401709403,88.51754310715171
0.10256410256410257,257.73444177867054
0.11111111111111112,120.51637382322676
0.11965811965811968,128.44767722098
0.12820512820512822,139.51584859813894
0.13675213675213677,173.80931476235992
0.1452991452991453,127.81790853743293
0.15384615384615385,187.48008246238675
0.1623931623931624,123.62234172380577
0.17094017094017094,163.62023711973515
0.17948717948717952,304.6628855944447
0.18803418803418806,212.52973857394625
0.1965811965811966,105.94626770824226
0.20512820512820515,239.04654497673624
0.2136752136752137,137.6487381400523
0.22222222222222224,107.3785530749726
0.23076923076923078,292.91872431856007
0.23931623931623935,48.84437660352289
0.2478632478632479,171.82155343625186
0.25641025641025644,181.0636270490976
0.26495726495726496,168.0643466515584
0.27350427350427353,312.3660692165391
0.2820512820512821,171.41807917150786
0.2905982905982906,193.02275897735834
0.2991452991452992,180.94105997735633
0.3076923076923077,101.65275343370391
0.3162393162393163,56.81410448321289
0.3247863247863248,131.92947454985517
0.33333333333333337,78.56048625104097
0.3418803418803419,144.17489836960848
0.35042735042735046,189.72369868438938
0.35897435897435903,185.3189140216514
0.36752136752136755,40.29200137633138
0.3760683760683761,232.17517971237322
0.38461538461538464,265.49906634514275
0.3931623931623932,184.8770391590417
0.4017094017094017,372.685672761063
0.4102564102564103,93.36002347213996
0.41880341880341887,207.57115656580314
0.4273504273504274,206.76725879044557
0.43589743589743596,139.14583041151153
0.4444444444444445,155.9010903747166
0.45299145299145305,54.300160753018076
0.46153846153846156,76.74231163160724
0.47008547008547014,288.1321822258634
0.4786324786324787,265.71535083754935
0.4871794871794872,129.10840759249103
